parcel,zoning
4156,20505
4362,20521
4516,20521
4993,20495
2209,20505
4609,20521
36044,20505
36046,20505
758,20540
815,20540
791,20521
944,20540
52083,20505
52085,20505
940,20521
1049,20540
987,20521
52215,20505
4821,20540
1196,20521
5487,20521
11912,20495
5318,20521
1612,20521
8266,20521
40134,20505
36213,20505
36246,20505
2807,20521
20089,20495
5237,20563
16173,20495
24001,20495
36474,20521
36064,20502
36089,20502
36681,20505
36834,20505
44399,20505
20220,20495
20222,20495
16332,20495
24186,20495
20288,20495
27987,20495
40115,20495
40125,20495
52481,20505
60138,20495
56137,20495
3442,20521
3473,20521
3545,20521
16500,20521
20389,20495
37081,20521
36583,20495
3012,20495
16482,20495
60210,20495
8336,20495
8353,20495
64406,20521
36669,20495
36675,20495
5890,20521
37407,20505
37621,20521
32182,20495
3368,20495
16055,20505
16429,20505
6075,20521
52741,20521
52847,20521
52896,20521
37849,20521
38006,20505
8578,20521
8658,20521
2006,20540
3954,20521
8432,20495
40964,20505
3683,20495
1905,20543
60372,20495
37400,20495
64189,20495
52727,20505
20666,20495
20671,20495
52820,20495
64701,20521
2912,20553
60489,20495
65031,20540
65310,20631
65700,20632
65022,20521
65026,20521
65610,20580
65234,20623
65802,20521
65923,20521
66216,20521
37630,20495
56522,20495
56553,20495
60568,20495
37897,20495
9158,20521
64361,20495
20799,20495
12613,20495
41012,20495
41122,20495
12265,20521
12340,20521
12341,20521
56611,20495
16978,20495
17044,20495
64609,20495
28404,20495
38033,20495
41217,20495
8850,20495
20911,20495
12738,20495
33281,20521
41405,20495
60461,20505
32083,20521
32192,20521
32193,20521
17098,20495
9194,20495
60866,20495
6460,20495
24405,20495
9199,20495
66394,20521
66438,20521
56710,20495
67052,20623
41196,20563
17299,20495
17315,20495
6594,20495
32253,20495
32329,20495
17655,20505
32959,20521
33401,20540
32989,20521
33783,20521
33847,20521
21324,20495
7263,20521
44876,20505
5745,20256
6288,20505
6852,20521
61010,20495
17504,20495
21387,20495
24677,20495
38324,20505
65313,20543
67104,20623
56938,20495
6975,20289
7324,20521
7428,20521
6746,20563
29129,20521
57057,20495
57082,20495
17845,20521
21164,20521
32593,20495
21496,20495
41170,20505
17663,20505
33926,20521
57201,20495
33945,20540
33950,20540
33958,20540
34175,20521
33681,20495
33493,20502
34507,20509
34472,20521
34791,20505
34641,20521
34894,20505
17687,20495
7681,20527
24720,20495
29196,20535
21790,20256
13351,20495
66191,20354
72202,20521
13566,20495
61537,20505
41720,20493
42073,20505
21824,20495
42226,20505
6772,20495
42412,20505
13444,20495
22244,20497
57308,20495
38373,20503
7880,20521
61144,20495
67489,20495
9619,20495
35085,20521
35350,20505
35366,20505
35111,20521
35196,20521
35495,20505
35499,20505
35564,20505
35612,20505
35401,20521
72248,20521
7281,20495
28944,20495
41892,20495
18023,20495
61226,20505
61403,20502
61416,20502
34520,20495
57370,20495
13862,20495
38393,20505
29332,20495
38475,20505
38511,20505
38620,20505
18074,20495
72061,20495
41989,20495
42334,20495
68511,20632
68547,20540
69001,20632
72144,20433
7581,20260
68965,20565
69542,20540
61310,20495
9939,20495
61728,20505
61748,20505
68306,20495
68340,20495
45049,20495
14134,20495
53321,20495
42657,20505
76057,20434
76412,20573
76812,20573
76132,20535
77076,20540
76383,20521
76840,20521
14282,20495
68870,20331
69923,20540
76563,20434
76823,20573
71938,20541
70160,20354
74042,20563
72995,20521
73032,20521
73061,20521
70326,20540
74076,20423
73888,20402
73141,20521
73166,20521
74959,20502
73542,20671
73280,20521
74742,20540
61347,20495
74350,20521
74480,20521
74619,20521
74681,20521
75185,20521
75269,20521
75448,20521
75630,20521
75640,20521
75685,20521
14357,20495
14414,20495
22423,20495
18336,20495
18361,20495
70511,20521
74083,20424
70786,20540
70561,20248
70701,20631
62083,20505
70847,20521
71406,20540
71350,20331
38841,20505
38974,20509
57652,20495
57675,20495
77183,20548
77184,20548
77546,20548
77589,20521
77627,20535
14602,20495
61764,20495
39107,20505
61831,20495
18477,20495
57755,20495
29465,20521
36000,20495
22693,20495
21874,20499
42749,20495
14624,20495
71537,20521
70823,20543
71708,20521
62230,20495
62369,20495
22822,20495
22881,20495
42844,20495
42893,20495
39550,20505
39744,20505
39145,20495
45258,20504
14997,20495
18722,20495
30226,20505
71827,20540
58051,20495
77564,20540
78183,20521
15182,20495
78255,20515
62560,20495
15231,20495
62410,20505
80276,20495
68116,20333
84021,20521
84102,20673
80359,20495
43150,20505
71643,20495
71774,20525
15373,20495
10442,20521
10460,20521
80285,20515
45660,20504
58096,20495
58119,20495
30280,20495
30351,20495
83988,20495
43665,20505
71680,20541
58230,20495
15548,20495
80722,20521
10382,20495
84142,20495
84196,20495
43306,20495
10411,20495
10440,20495
25185,20505
45966,20504
23559,20495
18873,20495
39862,20495
44892,20505
57857,20256
84369,20495
80771,20521
80777,20521
18923,20495
18932,20495
18979,20495
58469,20495
18153,20505
84512,20495
72415,20435
25535,20505
62064,20521
80727,20495
25798,20256
19142,20495
24107,20521
25367,20521
30641,20495
23781,20495
15693,20495
15762,20495
80888,20495
62936,20495
84579,20524
46034,20495
53736,20495
46145,20495
85101,20521
84850,20524
81033,20495
81042,20495
63435,20505
43817,20495
63611,20256
23879,20495
81162,20495
78662,20495
85231,20521
85283,20521
85318,20521
19405,20495
84561,20495
84640,20495
10734,20495
81303,20495
53825,20495
53859,20495
30550,20521
30247,20540
30730,20535
81214,20267
46442,20495
46528,20495
23917,20495
19443,20495
84911,20495
84961,20495
26192,20495
63508,20495
96025,20495
96060,20495
59002,20495
15801,20521
15804,20521
88142,20495
85446,20521
54014,20495
85482,20521
81457,20495
81476,20495
81498,20495
43703,20502
46470,20529
54242,20495
64121,20540
100319,20495
59184,20495
59231,20495
81743,20521
59257,20495
26263,20495
81737,20495
59362,20495
59386,20495
31145,20495
82314,20521
96142,20495
104142,20521
104245,20521
92658,20495
26405,20495
31154,20495
92973,20505
81889,20495
81902,20495
84763,20500
88528,20495
46756,20272
46886,20527
78790,20433
78837,20433
82077,20495
92738,20495
54349,20495
59571,20495
79677,20521
59626,20495
93002,20495
85687,20495
85784,20495
88786,20495
93081,20495
11575,20521
19888,20521
85957,20495
79419,20495
11328,20495
96223,20495
82571,20495
82622,20495
93005,20521
93194,20521
96293,20495
96298,20495
86118,20495
79565,20495
112023,20540
31408,20495
31412,20495
31420,20495
88743,20505
108618,20521
86262,20495
96424,20495
108330,20521
108513,20521
108520,20521
108674,20521
47115,20495
96503,20495
44659,20506
47283,20505
100816,20495
112103,20591
112288,20540
86231,20495
96641,20495
96691,20495
93284,20495
82774,20495
82867,20495
54429,20495
54446,20495
54457,20495
96856,20495
82952,20314
93337,20495
93347,20495
83131,20521
96909,20495
11740,20521
11458,20540
86401,20495
31564,20495
109036,20521
109172,20521
108363,20495
101029,20495
101076,20495
101202,20495
116076,20579
31865,20521
116195,20521
26538,20495
26577,20495
112362,20495
93703,20521
93735,20535
93768,20521
30284,20563
116266,20540
31942,20505
116849,20563
116537,20521
117162,20540
116666,20521
117206,20540
117335,20271
117092,20521
108903,20495
30702,20509
11860,20495
93870,20535
93971,20521
94007,20521
93582,20495
94065,20521
59936,20495
109308,20521
31885,20495
8038,20563
86405,20495
109386,20540
109446,20252
120029,20540
109605,20521
109879,20521
124343,20521
83230,20495
123911,20505
119934,20567
59587,20246
97042,20495
97075,20495
117284,20267
117411,20521
117080,20505
117515,20521
117518,20521
117519,20521
54619,20495
109890,20521
54635,20495
110051,20521
120965,20540
110109,20521
120603,20563
120688,20521
120739,20521
120443,20540
11459,20256
120947,20540
79879,20521
112483,20540
89241,20521
104806,20521
104964,20521
23025,20260
124841,20502
110186,20521
110191,20521
110224,20521
123570,20495
117717,20563
104913,20495
104921,20495
122708,20563
121990,20521
121991,20521
122159,20521
121332,20505
121398,20256
122023,20563
122421,20521
122697,20521
121472,20540
122650,20563
121612,20540
121615,20540
121735,20579
121833,20579
94134,20495
118131,20521
112721,20563
122089,20540
113109,20540
83333,20495
83437,20495
119966,20495
125006,20521
47802,20495
118015,20551
117904,20540
54961,20495
94105,20521
97211,20495
101387,20495
110420,20521
121183,20567
124716,20505
124700,20288
86215,20201
125173,20563
89724,20495
94177,20495
82122,20434
118659,20563
101521,20495
86590,20495
86640,20495
97328,20495
97415,20495
97433,20495
118446,20540
101467,20495
113338,20563
113474,20521
102016,20502
119227,20521
122535,20495
97464,20495
101603,20495
101604,20495
101626,20495
75511,20563
123172,20521
123244,20521
131312,20521
131425,20521
131489,20521
102119,20521
113245,20495
125165,20495
89774,20495
110635,20521
118360,20495
94328,20495
94356,20495
63681,20504
136262,20246
136655,20540
137095,20248
136607,20326
135601,20521
137820,20246
137654,20315
137666,20597
136855,20625
137314,20563
135667,20521
135701,20521
138575,20651
137178,20623
137334,20623
137365,20579
138387,20625
135851,20521
137699,20623
137866,20623
138488,20521
138587,20643
105215,20495
94306,20521
101930,20495
125508,20495
113212,20256
94459,20521
86857,20495
136701,20129
139466,20651
125728,20563
102009,20495
105345,20521
64150,20102
105625,20521
97637,20495
113261,20495
105330,20246
29171,20574
143251,20512
118640,20303
143212,20587
143746,20301
143507,20563
117554,20558
143024,20521
143592,20267
143595,20521
143836,20540
144000,20540
143918,20285
144416,20579
102262,20495
131592,20521
83684,20495
131733,20521
131778,20521
131924,20521
131931,20521
132164,20521
102335,20495
94601,20521
132432,20521
126029,20521
126340,20563
126397,20563
125978,20267
63803,20504
126621,20521
105763,20521
105764,20521
106052,20540
131472,20495
102434,20495
26763,20495
145138,20579
144784,20587
145662,20598
145892,20521
89818,20521
127044,20521
127105,20521
137561,20617
97922,20495
138282,20627
138657,20563
139365,20649
97952,20495
106241,20521
106266,20521
106454,20521
106561,20521
98057,20495
55182,20271
128864,20521
129197,20521
129079,20563
129528,20563
128531,20521
128545,20521
130777,20563
129122,20521
129457,20521
129647,20521
130729,20521
130451,20521
90109,20521
130981,20521
131057,20521
131108,20521
111047,20521
111057,20521
98117,20495
105929,20563
113665,20521
113872,20505
113571,20540
145750,20563
105984,20553
106387,20543
146145,20521
146397,20563
146393,20579
146232,20521
106925,20540
131688,20495
131914,20495
107097,20521
107385,20521
107416,20521
98298,20495
98315,20495
139880,20650
98390,20502
38748,20502
140460,20484
141876,20563
140907,20482
140962,20645
140973,20645
141330,20246
140654,20345
127199,20563
141450,20540
58537,20559
141623,20540
141636,20540
146935,20540
147105,20540
147128,20579
147323,20540
147787,20579
102798,20495
126550,20288
126577,20288
126804,20288
90328,20521
86576,20521
94825,20495
94829,20495
87224,20521
98327,20495
113690,20502
142505,20581
114315,20540
142333,20458
142515,20540
147835,20540
132935,20521
142277,20521
142408,20521
90100,20495
142119,20545
142254,20545
146920,20103
147700,20593
94625,20521
148423,20191
147478,20457
90119,20495
90136,20495
90230,20495
113898,20495
113945,20495
114158,20495
98586,20495
98677,20495
111338,20495
109759,20540
111217,20521
110751,20540
94944,20495
141396,20495
148011,20592
148034,20563
55287,20495
103259,20495
133359,20563
133443,20521
103319,20495
103320,20495
87382,20495
133660,20521
95054,20495
114842,20521
114343,20505
111691,20495
103422,20495
103453,20495
134579,20521
134592,20521
134791,20535
134861,20521
148682,20191
135097,20521
114490,20495
114548,20495
135149,20521
135158,20521
135168,20521
86684,20502
86995,20502
87389,20495
98959,20495
90658,20495
87545,20495
39348,20312
87297,20256
150071,20148
99098,20495
150288,20139
91122,20521
91215,20521
103096,20521
148772,20543
103873,20521
150357,20223
91020,20434
83827,20500
131136,20521
131157,20521
131016,20563
128354,20583
83015,20246
141073,20230
131209,20563
141881,20563
106797,20638
130014,20591
142374,20267
131280,20267
87910,20502
142730,20593
133893,20563
143967,20545
141347,20646
84217,20433
86802,20388
115235,20521
134035,20495
114773,20495
121279,20490
71871,20563
145350,20284
87680,20509
115341,20521
133589,20495
103643,20495
151543,20521
87632,20495
113905,20563
115797,20540
115799,20540
115842,20540
14143,20246
149491,20456
151108,20212
103726,20495
151792,20521
151904,20591
151900,20521
151331,20270
87844,20495
111440,20574
115058,20495
152168,20646
115194,20505
115277,20505
115163,20495
115700,20563
25782,20260
55489,20495
103750,20495
91002,20495
115928,20579
55614,20495
91134,20495
150862,20103
151178,20103
103886,20495
152570,20540
152614,20540
152617,20540
149943,20193
152855,20535
150952,20640
152477,20256
152976,20651
95508,20495
151275,20495
41957,20520
103968,20495
27376,20495
92170,20388
94687,20540
95074,20246
52172,20527
52603,20267
55664,20495
55687,20495
21868,20540
56048,20521
100017,20502
27858,20563
152041,20495
91631,20505
95647,20495
36600,20277
95687,20495
37764,20310
99545,20495
90053,20267
50603,20505
152812,20495
95885,20495
27659,20495
27711,20495
27743,20495
99754,20495
99755,20495
55997,20495
91985,20495
48193,20521
48935,20521
49127,20521
48347,20495
48555,20495
48887,20495
49074,20495
49349,20495
49454,20495
49455,20495
48919,20505
49301,20521
49507,20521
49520,20521
50556,20521
49585,20495
51935,20505
52025,20505
49638,20495
49732,20495
49831,20495
49879,20495
